BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
2;122;32;(-2.71, -1.08, -1.03);(-2.71, -1.08, 4.60);28,57246;28,57246
2;123;33;(3.67, 0.74, 4.37);(-1.44, 1.84, 4.37);139,0051;139,0051
2;124;34;(0.87, -0.43, -4.31);(1.05, -0.43, -1.08);177,0249;177,0249
2;125;35;(0.15, -0.23, 1.80);(0.15, -0.72, -4.29);343,8552;343,8553
2;126;36;(1.65, 0.71, -2.24);(-3.42, 1.98, 4.02);148,8687;148,8687
2;127;37;(0.83, 0.90, 0.06);(0.83, 0.90, 0.06);20,14388;303,5306
2;128;38;(-1.32, 1.61, -1.79);(-0.96, 1.61, -1.79);170,1638;111,6651
2;129;39;(-1.24, -1.30, -3.12);(-1.24, 1.15, -3.12);246,3699;296,1709
2;130;40;(-0.69, -0.73, 1.94);(-0.69, -0.73, 0.62);299,6251;54,73073
2;131;41;(3.50, -0.33, -0.50);(0.15, 1.20, -0.50);255,8412;103,5922
2;132;42;(3.34, -1.79, 3.94);(-2.01, -1.79, -3.86);275,0956;341,5553
2;133;43;(-3.07, 0.26, 3.89);(-3.07, -1.50, 2.63);327,7904;359,8865
2;134;44;(1.49, 0.64, -0.43);(-2.09, 1.56, 3.00);92,05518;14,92482
