BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
0;25;25;(-0.75, 0.94, 2.00);(-0.75, 0.94, -4.33);205,7253;258,693
0;26;26;(1.53, -1.84, 1.03);(-2.00, -1.04, 1.03);41,55048;303,348
0;27;27;(-0.27, 0.33, 0.32);(-1.87, 0.33, 4.08);112,1818;165,122
0;28;28;(1.75, -0.50, -4.73);(1.75, -1.66, 3.23);233,0446;306,6211
0;29;29;(-0.47, -0.24, -2.90);(-3.30, -0.18, 4.75);12,75313;166,9048
0;30;30;(0.84, -1.91, -3.62);(3.68, -1.91, -3.62);2,670429;2,670429
0;31;31;(-1.54, 0.87, -0.43);(2.85, -1.54, -0.43);205,3261;205,3261
0;32;32;(3.72, 1.68, 3.75);(3.72, 1.68, -0.80);114,9816;114,9816
0;33;33;(3.04, -0.60, 2.21);(0.59, 1.22, 2.21);152,7598;152,7599
0;34;34;(3.58, 1.25, -0.29);(2.32, 1.25, 4.29);16,70774;16,70774
0;35;35;(0.10, -0.81, -1.30);(0.10, -0.90, 2.24);145,5067;145,5067
0;36;36;(-0.20, -0.33, 1.88);(3.36, 0.87, 3.41);99,68509;99,6851
0;37;37;(-1.04, -0.73, 4.55);(-1.04, -0.73, 4.55);22,57418;176,5104
0;38;38;(-0.62, 1.09, -0.63);(-2.58, 1.09, -0.63);189,552;316,2876
0;39;39;(-0.77, 1.44, 2.09);(-0.56, -0.77, 2.09);272,8215;316,9022
0;40;40;(0.63, -1.09, 4.79);(0.63, -1.09, 1.50);276,8891;349,7099
0;41;41;(-1.34, 1.41, -3.95);(-1.40, -1.66, -3.95);71,00921;274,3524
0;42;42;(1.76, -1.99, -4.61);(3.37, -1.99, 0.49);176,6379;237,6425
0;43;43;(-2.36, -1.11, -4.90);(-2.36, -1.33, 3.78);177,0999;224,4393
0;44;44;(3.51, 0.88, 1.24);(0.31, 0.24, -2.88);238,9257;300,9287
1;45;0;(3.51, 1.95, -1.55);(-0.28, 1.95, -1.55);11,10024;11,10025
1;46;1;(0.85, -0.63, -4.74);(-1.53, 0.85, -4.74);314,2946;314,2946
1;47;2;(1.17, -0.53, -3.97);(1.17, -0.53, 1.99);3,224808;3,224809
1;48;3;(-0.58, -1.28, -4.76);(-3.26, 1.77, -4.76);89,31403;89,31404
1;49;4;(-0.04, -1.67, -3.19);(1.52, -1.67, 3.61);284,7158;284,7159
1;50;5;(1.16, -1.20, 3.72);(1.16, 1.87, -1.24);285,1242;285,1242
1;51;6;(-1.56, -0.66, -1.01);(3.05, -1.01, 3.07);181,8045;181,8045
1;52;7;(-1.30, 0.44, 2.76);(-1.30, 0.44, 2.76);255,7383;354,8906
1;53;8;(-3.67, -0.79, -4.34);(1.17, -0.79, -4.34);111,9355;137,1189
1;54;9;(-1.14, -1.35, -4.63);(2.17, -1.14, -4.63);66,64985;137,3119
1;55;10;(-0.42, -0.24, 0.10);(-0.42, -0.24, -2.73);62,82714;319,3877
1;56;11;(-2.45, -0.15, 0.73);(1.32, -1.87, 0.73);90,11296;174,2957
1;57;12;(2.28, -0.89, -3.85);(-0.62, -0.89, 4.20);15,56456;50,38413
1;58;13;(0.33, 0.60, 2.55);(0.33, 1.44, -0.88);24,65321;101,7756
1;59;14;(-1.46, -1.76, -4.06);(-0.79, 0.28, 4.89);157,9767;236,6564
1;60;15;(-3.11, -1.01, 1.40);(2.89, -1.01, 1.40);119,7969;119,797
1;61;16;(-1.48, 1.85, -1.45);(-3.07, -1.48, -1.45);4,815036;4,815036
1;62;17;(-1.69, -1.71, 4.32);(-1.69, -1.71, 0.16);59,0068;59,00681
1;63;18;(-3.10, -1.76, -2.28);(1.68, 1.66, -2.28);9,568939;9,56894
1;64;19;(-1.71, 0.11, 0.78);(2.87, 0.11, -1.78);327,2502;327,2502
1;65;20;(-0.37, 1.82, -1.38);(-0.37, 1.23, 4.60);297,4094;297,4094
1;66;21;(-1.92, -1.98, -3.09);(2.25, -1.42, 1.23);147,4389;147,4389
1;67;22;(-3.61, 0.00, 4.30);(-3.61, 0.00, 4.30);140,7279;285,7921
1;68;23;(2.27, 0.76, -3.54);(-1.33, 0.76, -3.54);59,32254;337,3579
1;69;24;(1.71, 1.12, -2.59);(-2.15, 1.71, -2.59);28,38552;303,7549
1;70;25;(0.65, 0.87, -1.50);(0.65, 0.87, 2.94);272,5886;335,295
1;71;26;(0.44, 0.63, 4.39);(-2.31, -1.59, 4.39);22,15082;119,6502
1;72;27;(1.92, 1.37, -2.32);(-3.04, 1.37, 0.39);17,95919;215,6672
1;73;28;(-2.61, -1.81, -4.39);(-2.61, -0.12, 3.95);100,8228;330,1991
1;74;29;(0.89, 0.94, 3.86);(-1.94, -1.21, -1.19);53,48133;335,3563
1;75;30;(0.96, -0.11, 4.85);(-1.76, -0.11, 4.85);45,70343;45,70344
1;76;31;(-0.92, -1.46, 1.35);(-0.92, 0.24, 1.35);303,7185;303,7186
1;77;32;(-3.30, -1.50, 0.55);(-3.30, -1.50, -1.29);199,5863;199,5863
1;78;33;(2.16, -0.45, -4.67);(-3.37, -1.78, -4.67);11,22152;11,22152
1;79;34;(2.78, -1.80, 1.40);(-3.57, -1.80, -2.01);175,8572;175,8573
1;80;35;(1.41, -0.18, 4.61);(1.41, -1.57, 3.42);252,5716;252,5716
1;81;36;(-1.01, 1.01, 4.14);(2.98, 0.00, -4.31);12,0376;12,0376
1;82;37;(2.08, 0.79, -1.82);(2.08, 0.79, -1.82);10,27091;271,7946
1;83;38;(-1.57, 0.60, 2.86);(1.85, 0.60, 2.86);1,481202;290,1989
1;84;39;(-1.46, -0.51, 3.30);(-1.46, 1.83, 3.30);120,3933;245,0074
1;85;40;(-0.02, -0.82, -1.16);(-0.02, -0.82, 1.93);53,85993;245,8667
1;86;41;(-3.41, -0.61, -0.17);(-0.69, 0.70, -0.17);34,83346;331,0919
1;87;42;(0.15, 0.78, -0.97);(1.43, 0.78, -0.02);60,57283;189,481
1;88;43;(1.79, -0.91, 2.67);(1.79, -1.30, -2.62);106,9296;122,4753
1;89;44;(-0.87, 1.17, 1.13);(2.66, 1.33, 1.64);48,77781;314,0123
2;90;0;(1.74, 0.34, 1.08);(-1.54, 0.34, 1.08);104,9622;104,9622
2;91;1;(-1.08, 1.34, -4.96);(-0.55, -1.08, -4.96);129,9742;129,9742
2;92;2;(3.62, -1.58, 2.87);(3.62, -1.58, 0.25);267,8233;267,8233
2;93;3;(-2.81, -0.59, -3.02);(0.40, -0.56, -3.02);8,879674;8,879676
2;94;4;(1.84, 0.19, 1.51);(0.93, 0.19, -4.67);215,8377;215,8377
2;95;5;(-0.78, 1.63, -4.90);(-0.78, 1.99, 0.38);304,0744;304,0744
2;96;6;(1.92, 0.25, -1.21);(-3.07, -1.39, -2.63);231,6272;231,6272
2;97;7;(1.05, 0.58, 2.50);(1.05, 0.58, 2.50);176,976;288,1575
2;98;8;(2.22, -1.48, -3.96);(-2.54, -1.48, -3.96);50,01579;166,0964
2;99;9;(0.17, 1.76, -0.95);(0.17, -1.79, -0.95);51,17476;238,1853
2;100;10;(1.45, -1.97, 1.54);(1.45, -1.97, 4.53);117,6261;176,3278
2;101;11;(-1.26, -0.71, 2.85);(0.78, 1.47, 2.85);19,00748;266,3692
2;102;12;(1.01, -0.13, 4.97);(-2.57, -0.13, -2.44);51,85729;302,7917
2;103;13;(-2.63, 0.90, 1.14);(-2.63, -1.27, -4.02);155,3046;179,0456
2;104;14;(2.39, 0.19, 2.53);(-0.45, -1.03, 0.41);82,02205;124,2148
2;105;15;(2.91, -0.78, -1.70);(-0.92, -0.78, -1.70);298,1081;298,1081
2;106;16;(1.53, -1.26, -4.93);(-0.43, 1.53, -4.93);18,02025;18,02026
2;107;17;(2.36, 1.21, -1.24);(2.36, 1.21, 3.15);331,883;331,883
2;108;18;(2.83, 0.22, 3.87);(-3.61, -1.53, 3.87);159,9072;159,9072
2;109;19;(-0.11, 0.44, -1.82);(-0.85, 0.44, 4.52);240,8449;240,8449
2;110;20;(-0.27, -0.03, 4.27);(-0.27, 0.79, -3.68);57,77226;57,77227
2;111;21;(-2.11, -1.34, 2.79);(-2.68, -0.11, -1.41);206,6129;206,6129
2;112;22;(1.62, 1.47, -3.11);(1.62, 1.47, -3.11);37,55987;84,67928
2;113;23;(-2.29, -0.02, -2.80);(1.23, -0.02, -2.80);217,3561;310,5709
2;114;24;(1.86, 1.15, -3.15);(-2.34, 1.86, -3.15);257,417;298,3946
2;115;25;(-1.93, -0.33, 3.01);(-1.93, -0.33, -2.20);136,8104;321,9599
2;116;26;(-1.12, 0.37, -1.28);(3.55, 1.31, -1.28);17,01024;171,4085
2;117;27;(1.54, -1.18, 2.52);(-2.27, -1.18, -3.35);134,2583;159,4983
2;118;28;(2.44, 0.00, -4.08);(2.44, 0.67, -0.73);41,8481;113,3002
2;119;29;(3.35, 1.77, 1.50);(0.63, 0.80, -4.11);16,25039;320,6646
2;120;30;(3.18, -0.25, -0.35);(-1.01, -0.25, -0.35);321,0816;321,0816
2;121;31;(3.22, 0.90, -2.20);(3.22, -1.59, -2.20);263,6786;263,6786
2;122;32;(-1.70, 1.39, 3.68);(-1.70, 1.39, -2.19);39,68018;39,68019
2;123;33;(-0.26, 1.02, 3.49);(3.48, -1.73, 3.49);170,6451;170,6451
2;124;34;(3.26, -0.02, -3.18);(-1.62, -0.02, 4.04);63,1707;63,17071
2;125;35;(-0.49, -0.14, 4.92);(-0.49, -1.98, -0.18);171,5612;171,5612
2;126;36;(-1.04, 0.50, 3.77);(0.96, 1.76, 1.96);129,5491;129,5491
2;127;37;(1.43, -0.14, -0.42);(1.43, -0.14, -0.42);186,9949;215,0105
2;128;38;(-0.89, -1.91, 1.65);(0.81, -1.91, 1.65);3,583709;50,42155
2;129;39;(-3.65, -0.87, -5.00);(-3.65, 0.87, -5.00);272,5005;333,1612
2;130;40;(-0.98, -0.69, 0.84);(-0.98, -0.69, 4.29);146,1512;342,6916
2;131;41;(1.27, -1.32, 4.20);(2.67, 0.85, 4.20);279,858;334,5963
2;132;42;(-1.97, 1.27, -1.02);(3.37, 1.27, -3.37);113,2242;147,3653
2;133;43;(1.38, 0.24, -0.16);(1.38, 1.16, 3.41);308,1333;338,2101
2;134;44;(2.04, 1.09, -4.49);(-2.85, -1.23, 2.88);89,14626;327,0871
