BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
1;53;7;(-0.92, -0.61, 0.18);(-0.92, -0.61, 0.18);117,3235;267,2838
1;54;21;(2.81, -1.52, -2.86);(3.17, 0.65, 0.30);134,4697;134,4697
1;55;24;(-1.48, 1.65, 0.18);(3.31, -1.48, 0.18);49,36;115,5834
1;56;27;(-1.86, -1.65, -3.67);(-0.46, -1.65, 0.29);88,75727;225,9918
1;57;20;(-2.69, 0.60, -2.83);(-2.69, 1.25, 1.74);33,43986;33,43987
1;58;3;(-0.72, -1.49, 1.12);(1.65, 1.67, 1.12);303,4368;303,4369
1;59;18;(-0.79, -0.75, -2.20);(3.45, 0.56, -2.20);275,7648;275,7648
2;60;7;(3.30, 1.50, 2.97);(3.30, 1.50, 2.97);43,00849;350,5398
2;61;21;(-0.88, -0.11, -2.00);(-1.09, 0.62, 3.02);358,4318;358,4319
2;62;24;(-1.55, -0.11, 0.50);(1.62, -1.55, 0.50);38,60202;111,1556
2;63;9;(1.04, -0.62, 3.95);(-1.49, 1.04, 3.95);181,5604;295,3953
2;64;3;(3.24, -1.27, 0.60);(0.41, 1.16, 0.60);51,63987;51,63988
2;65;15;(-2.12, -0.35, 3.02);(1.35, -0.35, 3.02);258,4265;258,4266
2;66;26;(1.82, -1.69, -1.89);(-2.93, 0.48, -1.89);276,4374;340,6743
2;67;13;(1.34, 1.17, -0.56);(1.34, 0.31, 2.12);156,5973;303,4372
2;68;1;(-1.33, 0.35, -1.95);(0.88, -1.33, -1.95);101,3766;101,3766
2;69;22;(-1.15, 1.12, 3.60);(-1.15, 1.12, 3.60);148,8245;173,9683
2;70;20;(1.57, 0.37, 2.74);(1.57, -1.11, -3.55);340,8358;340,8359
2;71;0;(0.78, -1.24, 1.00);(-2.29, -1.24, 1.00);78,29209;78,29211
2;72;17;(1.24, 0.27, -2.59);(1.24, 0.27, 2.56);312,8025;312,8025
2;73;16;(-0.99, 1.11, 0.21);(2.19, -0.99, 0.21);97,76682;97,76683
2;74;27;(-2.34, -1.10, 1.62);(1.10, -1.10, 0.09);108,2522;225,9481
2;75;23;(3.23, -0.99, -1.58);(-2.22, -0.99, -1.58);162,9339;354,4285
2;76;11;(0.72, -0.01, 1.66);(-1.85, 0.42, 1.66);116,0381;131,0661
2;77;25;(0.08, 0.18, -3.68);(0.08, 0.18, 2.84);222,1958;283,6323
2;78;29;(3.04, 0.42, 1.47);(-3.18, -1.45, -1.75);203,3069;294,9376
2;79;6;(3.28, 0.62, -0.69);(-0.06, 0.14, 0.51);146,8948;146,8948
2;80;5;(0.93, -0.29, 1.95);(0.93, 0.02, -3.44);79,32814;79,32816
2;81;14;(1.19, -1.21, -1.62);(-3.11, -1.60, -0.26);93,80583;224,0962
2;82;10;(2.86, 0.89, -3.81);(2.86, 0.89, 2.92);235,6238;305,5042
2;83;19;(-3.43, -0.11, 2.14);(0.75, -0.11, 3.81);139,1418;139,1418
2;84;18;(-2.79, -0.19, -3.03);(2.74, -1.56, -3.03);97,94033;97,94033
2;85;12;(2.31, -1.16, 1.74);(0.79, -1.16, -0.31);188,0852;227,3506
2;86;8;(2.07, -0.81, -1.81);(-1.22, -0.81, -1.81);12,51954;46,49948
2;87;2;(-2.39, 0.40, 2.69);(-2.39, 0.40, -1.26);260,0992;260,0992
2;88;28;(0.15, -1.70, -3.38);(0.15, 0.97, 0.22);205,148;313,6242
2;89;4;(2.21, -1.36, 0.69);(1.30, -1.36, -1.97);281,5135;281,5135
