;index;BlockID;Frame;StopWatch;PosX;PosY;PosZ;User;Conditions;CircuitID;UX
28;28;0;30;0,4016037;-3,3617;-0,1012;-0,7531;User20;3DMouse;Circuit1;PathTracing
29;29;0;31;0,4136696;-3,3617;-0,1012;-0,7531;User20;3DMouse;Circuit1;PathTracing
30;30;0;32;0,4238777;-3,3617;-0,1012;-0,7531;User20;3DMouse;Circuit1;PathTracing
31;31;0;33;0,4346085;-3,3592;-0,1012;-0,7531;User20;3DMouse;Circuit1;PathTracing
32;32;0;34;0,4479942;-3,3566;-0,1012;-0,7531;User20;3DMouse;Circuit1;PathTracing
33;33;0;35;0,4605331;-3,3472;-0,1012;-0,7531;User20;3DMouse;Circuit1;PathTracing
34;34;0;36;0,4757957;-3,3266;-0,1012;-0,7531;User20;3DMouse;Circuit1;PathTracing
35;35;0;37;0,489212;-3,2889;-0,0969;-0,7531;User20;3DMouse;Circuit1;PathTracing
36;36;0;38;0,5024757;-3,2306;-0,0883;-0,7531;User20;3DMouse;Circuit1;PathTracing
37;37;0;39;0,5180321;-3,1723;-0,0797;-0,7531;User20;3DMouse;Circuit1;PathTracing
38;38;0;40;0,5316963;-3,0952;-0,06;-0,7531;User20;3DMouse;Circuit1;PathTracing
39;39;0;41;0,5451317;-2,9992;-0,03;-0,7531;User20;3DMouse;Circuit1;PathTracing
40;40;0;42;0,5585289;-2,8877;0,0068;-0,7531;User20;3DMouse;Circuit1;PathTracing
41;41;0;43;0,5724106;-2,7592;0,048;-0,7531;User20;3DMouse;Circuit1;PathTracing
42;42;0;44;0,5851974;-2,6186;0,0814;-0,7531;User20;3DMouse;Circuit1;PathTracing
43;43;0;45;0,5993767;-2,4686;0,1183;-0,7531;User20;3DMouse;Circuit1;PathTracing
44;44;0;46;0,6110611;-2,3186;0,1551;-0,7531;User20;3DMouse;Circuit1;PathTracing
45;45;0;47;0,6254501;-2,1626;0,1988;-0,7531;User20;3DMouse;Circuit1;PathTracing
46;46;0;48;0,639534;-2,0014;0,2494;-0,7531;User20;3DMouse;Circuit1;PathTracing
47;47;0;49;0,6528816;-1,8394;0,2974;-0,7531;User20;3DMouse;Circuit1;PathTracing
48;48;0;50;0,6669579;-1,6792;0,3403;-0,7531;User20;3DMouse;Circuit1;PathTracing
49;49;0;51;0,6802444;-1,5206;0,3806;-0,7531;User20;3DMouse;Circuit1;PathTracing
50;50;0;52;0,6926231;-1,3629;0,42;-0,7531;User20;3DMouse;Circuit1;PathTracing
51;51;0;53;0,7065773;-1,2052;0,4594;-0,7531;User20;3DMouse;Circuit1;PathTracing
52;52;0;54;0,7185669;-1,0474;0,4988;-0,7531;User20;3DMouse;Circuit1;PathTracing
53;53;0;55;0,7343063;-0,8923;0,5366;-0,7531;User20;3DMouse;Circuit1;PathTracing
54;54;0;56;0,7496872;-0,7389;0,5743;-0,7531;User20;3DMouse;Circuit1;PathTracing
55;55;0;57;0,7635765;-0,5914;0,6128;-0,7531;User20;3DMouse;Circuit1;PathTracing
56;56;0;58;0,7766075;-0,4474;0,6557;-0,7531;User20;3DMouse;Circuit1;PathTracing
57;57;0;59;0,7918434;-0,3069;0,7003;-0,7531;User20;3DMouse;Circuit1;PathTracing
58;58;0;60;0,8053017;-0,1663;0,7448;-0,7531;User20;3DMouse;Circuit1;PathTracing
59;59;0;61;0,8188515;-0,0257;0,7894;-0,7531;User20;3DMouse;Circuit1;PathTracing
60;60;0;62;0,8338165;0,1157;0,8331;-0,7531;User20;3DMouse;Circuit1;PathTracing
61;61;0;63;0,8480911;0,2597;0,8708;-0,7531;User20;3DMouse;Circuit1;PathTracing
62;62;0;64;0,8614082;0,4071;0,9026;-0,7531;User20;3DMouse;Circuit1;PathTracing
63;63;0;65;0,8759499;0,5546;0,9343;-0,7531;User20;3DMouse;Circuit1;PathTracing
64;64;0;66;0,8903008;0,7046;0,9643;-0,7531;User20;3DMouse;Circuit1;PathTracing
65;65;0;67;0,9036865;0,8546;0,9917;-0,7531;User20;3DMouse;Circuit1;PathTracing
66;66;0;68;0,9181595;1,0071;1,0131;-0,7531;User20;3DMouse;Circuit1;PathTracing
67;67;0;69;0,9316139;1,1597;1,0346;-0,7531;User20;3DMouse;Circuit1;PathTracing
68;68;0;70;0,9433594;1,308;1,0508;-0,7531;User20;3DMouse;Circuit1;PathTracing
69;69;0;71;0,9580269;1,452;1,0543;-0,7531;User20;3DMouse;Circuit1;PathTracing
70;70;0;72;0,9753113;1,5857;1,0543;-0,7334;User20;3DMouse;Circuit1;PathTracing
71;71;0;73;0,9892349;1,7126;1,0543;-0,6957;User20;3DMouse;Circuit1;PathTracing
72;72;0;74;1,002407;1,836;1,0543;-0,664;User20;3DMouse;Circuit1;PathTracing
73;73;0;75;1,01857;1,9594;1,0543;-0,6314;User20;3DMouse;Circuit1;PathTracing
74;74;0;76;1,033695;2,0863;1,0543;-0,5997;User20;3DMouse;Circuit1;PathTracing
75;75;0;77;1,04668;2,2157;1,0543;-0,5731;User20;3DMouse;Circuit1;PathTracing
76;76;0;78;1,05978;2,3451;1,0543;-0,5466;User20;3DMouse;Circuit1;PathTracing
77;77;0;79;1,074417;2,4746;1,0543;-0,52;User20;3DMouse;Circuit1;PathTracing
78;78;0;80;1,086647;2,6014;1,0543;-0,4926;User20;3DMouse;Circuit1;PathTracing
79;79;0;81;1,101059;2,7231;1,0543;-0,4626;User20;3DMouse;Circuit1;PathTracing
80;80;0;82;1,114605;2,8423;1,0543;-0,4291;User20;3DMouse;Circuit1;PathTracing
81;81;0;83;1,128063;2,9563;1,0543;-0,3974;User20;3DMouse;Circuit1;PathTracing
82;82;0;84;1,141937;3,0668;1,0543;-0,3726;User20;3DMouse;Circuit1;PathTracing
83;83;0;85;1,156406;3,1774;1,0543;-0,3477;User20;3DMouse;Circuit1;PathTracing
84;84;0;86;1,169147;3,2863;1,0543;-0,3271;User20;3DMouse;Circuit1;PathTracing
85;85;0;87;1,184174;3,3917;1,05;-0,3074;User20;3DMouse;Circuit1;PathTracing
86;86;0;88;1,19775;3,4886;1,044;-0,2834;User20;3DMouse;Circuit1;PathTracing
87;87;0;89;1,209999;3,5;1,0363;-0,2594;User20;3DMouse;Circuit1;PathTracing
88;88;0;90;1,224052;3,5;1,0286;-0,238;User20;3DMouse;Circuit1;PathTracing
89;89;0;91;1,237755;3,5;1,0183;-0,2191;User20;3DMouse;Circuit1;PathTracing
90;90;0;92;1,251602;3,5;1,008;-0,2003;User20;3DMouse;Circuit1;PathTracing
91;91;0;93;1,265015;3,5;0,9917;-0,184;User20;3DMouse;Circuit1;PathTracing
92;92;0;94;1,277267;3,5;0,9728;-0,1694;User20;3DMouse;Circuit1;PathTracing
93;93;0;95;1,291058;3,5;0,9506;-0,1548;User20;3DMouse;Circuit1;PathTracing
94;94;0;96;1,3055;3,5;0,9291;-0,1411;User20;3DMouse;Circuit1;PathTracing
95;95;0;97;1,319118;3,5;0,906;-0,13;User20;3DMouse;Circuit1;PathTracing
96;96;0;98;1,333824;3,5;0,8828;-0,1188;User20;3DMouse;Circuit1;PathTracing
97;97;0;99;1,347;3,5;0,858;-0,1146;User20;3DMouse;Circuit1;PathTracing
98;98;0;100;1,360043;3,5;0,8314;-0,1146;User20;3DMouse;Circuit1;PathTracing
99;99;0;101;1,373558;3,5;0,804;-0,1146;User20;3DMouse;Circuit1;PathTracing
100;100;0;102;1,385757;3,5;0,7774;-0,1146;User20;3DMouse;Circuit1;PathTracing
101;101;0;103;1,400558;3,5;0,7406;-0,1146;User20;3DMouse;Circuit1;PathTracing
102;102;0;104;1,413952;3,5;0,6926;-0,1146;User20;3DMouse;Circuit1;PathTracing
103;103;0;105;1,427082;3,5;0,6446;-0,1146;User20;3DMouse;Circuit1;PathTracing
104;104;0;106;1,441219;3,5;0,5966;-0,1146;User20;3DMouse;Circuit1;PathTracing
105;105;0;107;1,455353;3,5;0,5468;-0,1146;User20;3DMouse;Circuit1;PathTracing
106;106;0;108;1,46875;3,4889;0,5014;-0,1146;User20;3DMouse;Circuit1;PathTracing
107;107;0;109;1,483116;3,4734;0,4508;-0,1146;User20;3DMouse;Circuit1;PathTracing
108;108;0;110;1,494949;3,4537;0,3986;-0,1146;User20;3DMouse;Circuit1;PathTracing
109;109;0;111;1,509167;3,434;0,3463;-0,1146;User20;3DMouse;Circuit1;PathTracing
110;110;0;112;1,523094;3,4074;0,2897;-0,1146;User20;3DMouse;Circuit1;PathTracing
111;111;0;113;1,536148;3,374;0,2306;-0,1146;User20;3DMouse;Circuit1;PathTracing
112;112;0;114;1,550755;3,3329;0,174;-0,1146;User20;3DMouse;Circuit1;PathTracing
113;113;0;115;1,564312;3,2831;0,1208;-0,1146;User20;3DMouse;Circuit1;PathTracing
114;114;0;116;1,577843;3,23;0,0634;-0,1146;User20;3DMouse;Circuit1;PathTracing
115;115;0;117;1,591969;3,1743;-0,0009;-0,1146;User20;3DMouse;Circuit1;PathTracing
116;116;0;118;1,606575;3,1211;-0,0677;-0,1146;User20;3DMouse;Circuit1;PathTracing
117;117;0;119;1,619606;3,068;-0,1346;-0,1146;User20;3DMouse;Circuit1;PathTracing
118;118;0;120;1,634132;3,0217;-0,1963;-0,1146;User20;3DMouse;Circuit1;PathTracing
119;119;0;121;1,647774;2,9874;-0,258;-0,1146;User20;3DMouse;Circuit1;PathTracing
120;120;0;122;1,661083;2,9669;-0,3197;-0,1146;User20;3DMouse;Circuit1;PathTracing
121;121;0;123;1,674053;2,9617;-0,3789;-0,1146;User20;3DMouse;Circuit1;PathTracing
122;122;0;124;1,686512;2,9617;-0,4303;-0,1146;User20;3DMouse;Circuit1;PathTracing
123;123;0;125;1,700935;2,9617;-0,4817;-0,1146;User20;3DMouse;Circuit1;PathTracing
124;124;0;126;1,714436;2,9617;-0,5212;-0,1146;User20;3DMouse;Circuit1;PathTracing
125;125;0;127;1,726871;2,9617;-0,5426;-0,1146;User20;3DMouse;Circuit1;PathTracing
126;126;0;128;1,740723;2,9651;-0,558;-0,1146;User20;3DMouse;Circuit1;PathTracing
127;127;0;129;1,753635;2,9789;-0,5709;-0,1146;User20;3DMouse;Circuit1;PathTracing
128;128;0;130;1,767742;3,0003;-0,582;-0,1146;User20;3DMouse;Circuit1;PathTracing
129;129;0;131;1,781319;3,0303;-0,6026;-0,1146;User20;3DMouse;Circuit1;PathTracing
130;130;0;132;1,79427;3,0603;-0,6232;-0,1146;User20;3DMouse;Circuit1;PathTracing
131;131;0;133;1,808437;3,0929;-0,6506;-0,1146;User20;3DMouse;Circuit1;PathTracing
132;132;0;134;1,822548;3,1254;-0,6823;-0,1146;User20;3DMouse;Circuit1;PathTracing
133;133;0;135;1,835388;3,1503;-0,7226;-0,1146;User20;3DMouse;Circuit1;PathTracing
134;134;0;136;1,848213;3,1649;-0,7749;-0,1146;User20;3DMouse;Circuit1;PathTracing
135;135;0;137;1,861393;3,1657;-0,8297;-0,1146;User20;3DMouse;Circuit1;PathTracing
136;136;0;138;1,875137;3,1666;-0,8846;-0,1146;User20;3DMouse;Circuit1;PathTracing
137;137;0;139;1,889046;3,1666;-0,9334;-0,1146;User20;3DMouse;Circuit1;PathTracing
138;138;0;140;1,902618;3,1666;-0,9754;-0,1146;User20;3DMouse;Circuit1;PathTracing
139;139;0;141;1,917469;3,1666;-1,0123;-0,1146;User20;3DMouse;Circuit1;PathTracing
140;140;0;142;1,931248;3,1666;-1,0354;-0,1146;User20;3DMouse;Circuit1;PathTracing
141;141;0;143;1,944225;3,1657;-1,0526;-0,1146;User20;3DMouse;Circuit1;PathTracing
142;142;0;144;1,957298;3,1657;-1,0629;-0,1146;User20;3DMouse;Circuit1;PathTracing
143;143;0;145;1,970284;3,1657;-1,0732;-0,1146;User20;3DMouse;Circuit1;PathTracing
144;144;0;146;1,986431;3,1657;-1,0757;-0,1111;User20;3DMouse;Circuit1;PathTracing
145;145;0;147;2,000984;3,1657;-1,0757;-0,0888;User20;3DMouse;Circuit1;PathTracing
146;146;0;148;2,014065;3,1674;-1,0757;-0,0623;User20;3DMouse;Circuit1;PathTracing
147;147;0;149;2,027435;3,182;-1,0757;-0,0306;User20;3DMouse;Circuit1;PathTracing
148;148;0;150;2,040131;3,2094;-1,0757;-0,004;User20;3DMouse;Circuit1;PathTracing
149;149;0;151;2,052944;3,2471;-1,0757;0,0174;User20;3DMouse;Circuit1;PathTracing
150;150;0;152;2,066914;3,2849;-1,0757;0,0389;User20;3DMouse;Circuit1;PathTracing
151;151;0;153;2,078827;3,326;-1,0757;0,0552;User20;3DMouse;Circuit1;PathTracing
152;152;0;154;2,093842;3,3663;-1,0757;0,0672;User20;3DMouse;Circuit1;PathTracing
153;153;0;155;2,106464;3,4014;-1,0757;0,0757;User20;3DMouse;Circuit1;PathTracing
154;154;0;156;2,119457;3,4297;-1,0757;0,0817;User20;3DMouse;Circuit1;PathTracing
155;155;0;157;2,133907;3,458;-1,0757;0,0877;User20;3DMouse;Circuit1;PathTracing
156;156;0;158;2,148502;3,4751;-1,0757;0,0937;User20;3DMouse;Circuit1;PathTracing
157;157;0;159;2,161694;3,4786;-1,0783;0,1014;User20;3DMouse;Circuit1;PathTracing
158;158;0;160;2,176678;3,4786;-1,0792;0,1126;User20;3DMouse;Circuit1;PathTracing
159;159;0;161;2,189754;3,4786;-1,0792;0,1272;User20;3DMouse;Circuit1;PathTracing
160;160;0;162;2,202625;3,4786;-1,0792;0,1417;User20;3DMouse;Circuit1;PathTracing
161;161;0;163;2,217216;3,4786;-1,0792;0,152;User20;3DMouse;Circuit1;PathTracing
162;162;0;164;2,230373;3,4786;-1,0792;0,1572;User20;3DMouse;Circuit1;PathTracing
163;163;0;165;2,244457;3,4786;-1,0792;0,1623;User20;3DMouse;Circuit1;PathTracing
164;164;0;166;2,259056;3,4786;-1,0792;0,1657;User20;3DMouse;Circuit1;PathTracing
165;165;0;167;2,272533;3,4786;-1,0792;0,1769;User20;3DMouse;Circuit1;PathTracing
166;166;0;168;2,285347;3,4786;-1,0714;0,1863;User20;3DMouse;Circuit1;PathTracing
167;167;0;169;2,299042;3,4966;-1,0543;0,194;User20;3DMouse;Circuit1;PathTracing
168;168;0;170;2,311714;3,5;-1,0303;0,194;User20;3DMouse;Circuit1;PathTracing
169;169;0;171;2,326935;3,5;-0,9969;0,194;User20;3DMouse;Circuit1;PathTracing
170;170;0;172;2,339512;3,5;-0,9634;0,194;User20;3DMouse;Circuit1;PathTracing
171;171;0;173;2,352955;3,5;-0,9266;0,194;User20;3DMouse;Circuit1;PathTracing
172;172;0;174;2,367561;3,5;-0,888;0,194;User20;3DMouse;Circuit1;PathTracing
173;173;0;175;2,381508;3,5;-0,8503;0,194;User20;3DMouse;Circuit1;PathTracing
174;174;0;176;2,393845;3,5;-0,81;0,194;User20;3DMouse;Circuit1;PathTracing
175;175;0;177;2,406521;3,5;-0,7646;0,194;User20;3DMouse;Circuit1;PathTracing
176;176;0;178;2,419369;3,5;-0,7192;0,194;User20;3DMouse;Circuit1;PathTracing
177;177;0;179;2,433819;3,5;-0,6686;0,194;User20;3DMouse;Circuit1;PathTracing
178;178;0;180;2,446304;3,5;-0,6146;0,194;User20;3DMouse;Circuit1;PathTracing
179;179;0;181;2,460789;3,5;-0,5614;0,194;User20;3DMouse;Circuit1;PathTracing
180;180;0;182;2,47364;3,5;-0,5177;0,194;User20;3DMouse;Circuit1;PathTracing
181;181;0;183;2,486221;3,5;-0,4817;0,194;User20;3DMouse;Circuit1;PathTracing
182;182;0;184;2,5005;3,5;-0,4457;0,194;User20;3DMouse;Circuit1;PathTracing
183;183;0;185;2,513908;3,5;-0,4157;0,194;User20;3DMouse;Circuit1;PathTracing
184;184;0;186;2,527512;3,5;-0,3909;0,194;User20;3DMouse;Circuit1;PathTracing
185;185;0;187;2,539917;3,5;-0,3643;0,194;User20;3DMouse;Circuit1;PathTracing
186;186;0;188;2,552338;3,5;-0,3266;0,194;User20;3DMouse;Circuit1;PathTracing
187;187;0;189;2,566574;3,5;-0,282;0,1906;User20;3DMouse;Circuit1;PathTracing
188;188;0;190;2,581116;3,5;-0,2374;0,1872;User20;3DMouse;Circuit1;PathTracing
189;189;0;191;2,594364;3,5;-0,204;0,1717;User20;3DMouse;Circuit1;PathTracing
190;190;0;192;2,606651;3,5;-0,1843;0,1554;User20;3DMouse;Circuit1;PathTracing
191;191;0;193;2,62233;3,5;-0,1809;0,1494;User20;3DMouse;Circuit1;PathTracing
192;192;0;194;2,635395;3,5;-0,1809;0,1494;User20;3DMouse;Circuit1;PathTracing
193;193;0;195;2,64698;3,5;-0,1809;0,1494;User20;3DMouse;Circuit1;PathTracing
194;194;0;196;2,660122;3,5;-0,1809;0,1494;User20;3DMouse;Circuit1;PathTracing
195;195;0;197;2,670605;3,5;-0,1809;0,1494;User20;3DMouse;Circuit1;PathTracing
196;196;0;198;2,683758;3,5;-0,18;0,1512;User20;3DMouse;Circuit1;PathTracing
197;197;0;199;2,695885;3,5;-0,18;0,152;User20;3DMouse;Circuit1;PathTracing
198;198;0;200;2,710278;3,5;-0,18;0,152;User20;3DMouse;Circuit1;PathTracing
199;199;0;201;2,721901;3,5;-0,18;0,152;User20;3DMouse;Circuit1;PathTracing
200;200;0;202;2,733788;3,5;-0,18;0,152;User20;3DMouse;Circuit1;PathTracing
201;201;0;203;2,745258;3,5;-0,18;0,152;User20;3DMouse;Circuit1;PathTracing
202;202;0;204;2,757816;3,5;-0,18;0,1734;User20;3DMouse;Circuit1;PathTracing
203;203;0;205;2,770126;3,5;-0,18;0,1949;User20;3DMouse;Circuit1;PathTracing
204;204;0;206;2,785049;3,5;-0,18;0,2326;User20;3DMouse;Circuit1;PathTracing
205;205;0;207;2,800377;3,5;-0,18;0,2806;User20;3DMouse;Circuit1;PathTracing
206;206;0;208;2,813313;3,5;-0,18;0,332;User20;3DMouse;Circuit1;PathTracing
207;207;0;209;2,827274;3,4991;-0,1852;0,3809;User20;3DMouse;Circuit1;PathTracing
208;208;0;210;2,840206;3,4889;-0,1963;0,4323;User20;3DMouse;Circuit1;PathTracing
209;209;0;211;2,853306;3,4709;-0,2109;0,4863;User20;3DMouse;Circuit1;PathTracing
210;210;0;212;2,868084;3,4529;-0,2254;0,5403;User20;3DMouse;Circuit1;PathTracing
211;211;0;213;2,881248;3,4306;-0,2486;0,5934;User20;3DMouse;Circuit1;PathTracing
212;212;0;214;2,893837;3,4057;-0,276;0,6432;User20;3DMouse;Circuit1;PathTracing
213;213;0;215;2,906818;3,38;-0,3069;0,6877;User20;3DMouse;Circuit1;PathTracing
214;214;0;216;2,919167;3,3526;-0,336;0,7314;User20;3DMouse;Circuit1;PathTracing
215;215;0;217;2,933666;3,3251;-0,3652;0,7752;User20;3DMouse;Circuit1;PathTracing
216;216;0;218;2,946903;3,2977;-0,3909;0,8189;User20;3DMouse;Circuit1;PathTracing
217;217;0;219;2,960648;3,2677;-0,4157;0,8583;User20;3DMouse;Circuit1;PathTracing
218;218;0;220;2,973431;3,236;-0,4432;0,8926;User20;3DMouse;Circuit1;PathTracing
219;219;0;221;2,986401;3,2026;-0,4783;0,9226;User20;3DMouse;Circuit1;PathTracing
220;220;0;222;3,002018;3,17;-0,5152;0,9517;User20;3DMouse;Circuit1;PathTracing
221;221;0;223;3,016006;3,1374;-0,5486;0,9809;User20;3DMouse;Circuit1;PathTracing
222;222;0;224;3,028595;3,104;-0,576;1,0092;User20;3DMouse;Circuit1;PathTracing
223;223;0;225;3,042591;3,0706;-0,6034;1,0374;User20;3DMouse;Circuit1;PathTracing
224;224;0;226;3,055515;3,0406;-0,6309;1,064;User20;3DMouse;Circuit1;PathTracing
225;225;0;227;3,069202;3,0131;-0,6566;1,0914;User20;3DMouse;Circuit1;PathTracing
226;226;0;228;3,082756;2,9883;-0,6806;1,1189;User20;3DMouse;Circuit1;PathTracing
227;227;0;229;3,09483;2,9643;-0,6986;1,1472;User20;3DMouse;Circuit1;PathTracing
228;228;0;230;3,109222;2,9403;-0,7166;1,1754;User20;3DMouse;Circuit1;PathTracing
229;229;0;231;3,12289;2,9163;-0,7337;1,2029;User20;3DMouse;Circuit1;PathTracing
230;230;0;232;3,136372;2,8923;-0,7492;1,2312;User20;3DMouse;Circuit1;PathTracing
231;231;0;233;3,14954;2,8683;-0,7612;1,2612;User20;3DMouse;Circuit1;PathTracing
232;232;0;234;3,16193;2,8417;-0,7612;1,2937;User20;3DMouse;Circuit1;PathTracing
233;233;0;235;3,177204;2,81;-0,7612;1,328;User20;3DMouse;Circuit1;PathTracing
234;234;0;236;3,190796;2,7783;-0,7612;1,3589;User20;3DMouse;Circuit1;PathTracing
235;235;0;237;3,204193;2,7466;-0,7612;1,3897;User20;3DMouse;Circuit1;PathTracing
236;236;0;238;3,219574;2,7209;-0,7612;1,4137;User20;3DMouse;Circuit1;PathTracing
237;237;0;239;3,234276;2,7046;-0,7612;1,4403;User20;3DMouse;Circuit1;PathTracing
238;238;0;240;3,247276;2,6969;-0,7612;1,4686;User20;3DMouse;Circuit1;PathTracing
239;239;0;241;3,260376;2,6969;-0,7612;1,4943;User20;3DMouse;Circuit1;PathTracing
240;240;0;242;3,273121;2,6969;-0,7612;1,5157;User20;3DMouse;Circuit1;PathTracing
241;241;0;243;3,28606;2,6969;-0,7612;1,5406;User20;3DMouse;Circuit1;PathTracing
242;242;0;244;3,299526;2,6969;-0,7612;1,5654;User20;3DMouse;Circuit1;PathTracing
243;243;0;245;3,313915;2,6969;-0,7449;1,5937;User20;3DMouse;Circuit1;PathTracing
244;244;0;246;3,328907;2,6969;-0,7234;1,6229;User20;3DMouse;Circuit1;PathTracing
245;245;0;247;3,344002;2,6969;-0,6977;1,6452;User20;3DMouse;Circuit1;PathTracing
246;246;0;248;3,358246;2,6969;-0,6669;1,6614;User20;3DMouse;Circuit1;PathTracing
247;247;0;249;3,372696;2,7029;-0,6283;1,6649;User20;3DMouse;Circuit1;PathTracing
248;248;0;250;3,386856;2,7243;-0,588;1,6649;User20;3DMouse;Circuit1;PathTracing
249;249;0;251;3,403236;2,7663;-0,5374;1,6649;User20;3DMouse;Circuit1;PathTracing
250;250;0;252;3,418308;2,834;-0,474;1,6649;User20;3DMouse;Circuit1;PathTracing
251;251;0;253;3,43264;2,9223;-0,3892;1,6649;User20;3DMouse;Circuit1;PathTracing
252;252;0;254;3,447166;3,0243;-0,2957;1,6649;User20;3DMouse;Circuit1;PathTracing
253;253;0;255;3,462009;3,1263;-0,2023;1,6649;User20;3DMouse;Circuit1;PathTracing
254;254;0;256;3,47773;3,2403;-0,0977;1,6649;User20;3DMouse;Circuit1;PathTracing
255;255;0;257;3,491528;3,3637;0,006;1,6649;User20;3DMouse;Circuit1;PathTracing
256;256;0;258;3,506451;3,4897;0,1131;1,6649;User20;3DMouse;Circuit1;PathTracing
257;257;0;259;3,520615;3,5;0,2177;1,6649;User20;3DMouse;Circuit1;PathTracing
258;258;0;260;3,536392;3,5;0,3214;1,6649;User20;3DMouse;Circuit1;PathTracing
259;259;0;261;3,5504;3,5;0,42;1,6649;User20;3DMouse;Circuit1;PathTracing
260;260;0;262;3,564556;3,5;0,5151;1,6649;User20;3DMouse;Circuit1;PathTracing
261;261;0;263;3,579239;3,5;0,6077;1,6649;User20;3DMouse;Circuit1;PathTracing
262;262;0;264;3,594334;3,5;0,6994;1,6649;User20;3DMouse;Circuit1;PathTracing
263;263;0;265;3,60886;3,5;0,786;1,6649;User20;3DMouse;Circuit1;PathTracing
264;264;0;266;3,623611;3,5;0,87;1,6649;User20;3DMouse;Circuit1;PathTracing
265;265;0;267;3,637222;3,5;0,948;1,6649;User20;3DMouse;Circuit1;PathTracing
266;266;0;268;3,652058;3,5;1,026;1,6649;User20;3DMouse;Circuit1;PathTracing
267;267;0;269;3,66671;3,5;1,0988;1,6649;User20;3DMouse;Circuit1;PathTracing
268;268;0;270;3,679394;3,5;1,1623;1,6649;User20;3DMouse;Circuit1;PathTracing
269;269;0;271;3,693993;3,5;1,2103;1,6649;User20;3DMouse;Circuit1;PathTracing
270;270;0;272;3,709541;3,5;1,2403;1,6649;User20;3DMouse;Circuit1;PathTracing
271;271;0;273;3,722637;3,5;1,2531;1,6649;User20;3DMouse;Circuit1;PathTracing
272;272;0;274;3,736069;3,5;1,2531;1,6649;User20;3DMouse;Circuit1;PathTracing
273;273;0;275;3,747997;3,5;1,2531;1,6709;User20;3DMouse;Circuit1;PathTracing
274;274;0;276;3,760456;3,5;1,2531;1,6769;User20;3DMouse;Circuit1;PathTracing
275;275;0;277;3,772686;3,5;1,2531;1,6957;User20;3DMouse;Circuit1;PathTracing
276;276;0;278;3,789612;3,5;1,2454;1,724;User20;3DMouse;Circuit1;PathTracing
277;277;0;279;3,80262;3,5;1,2257;1,7592;User20;3DMouse;Circuit1;PathTracing
