;index;BlockID;Frame;StopWatch;PosX;PosY;PosZ;User;Conditions;CircuitID;UX;PositionAbsolute;PositionSubstraction
108;108;0;110;1,977753;1,1894;-0,5518;-1,8573;User20;Hand;Circuit2;PathTracing;2,2734816669592917;0,018966458552221788
109;109;0;111;1,994209;1,1894;-0,5518;-1,8573;User20;Hand;Circuit2;PathTracing;2,2734816669592917;0,053264607925426866
110;110;0;112;2,014549;1,1041;-0,3935;-1,8084;User20;Hand;Circuit2;PathTracing;2,1550381945571173;0,10772742044720474
111;111;0;113;2,03162;1,1041;-0,3935;-1,8084;User20;Hand;Circuit2;PathTracing;2,1550381945571173;0,12340485013385649
112;112;0;114;2,051414;1,0698;-0,4326;-1,791;User20;Hand;Circuit2;PathTracing;2,13056232013992;0,13731962812720688
113;113;0;115;2,067608;1,0698;-0,4326;-1,791;User20;Hand;Circuit2;PathTracing;2,13056232013992;0,14272778535412378
114;114;0;116;2,088673;0,853;-0,4001;-1,7412;User20;Hand;Circuit2;PathTracing;1,979764241014571;0,1495753780336031
115;115;0;117;2,105499;0,853;-0,4001;-1,7412;User20;Hand;Circuit2;PathTracing;1,979764241014571;0,1458518306926555
116;116;0;118;2,123932;0,853;-0,4001;-1,7412;User20;Hand;Circuit2;PathTracing;1,979764241014571;0,1424411048808878
117;117;0;119;2,14315;0,8516;-0,4212;-1,7769;User20;Hand;Circuit2;PathTracing;2,0149455600586332;0,13041108477693975
118;118;0;120;2,158325;0,8516;-0,4212;-1,7769;User20;Hand;Circuit2;PathTracing;2,0149455600586332;0,12446998619288774
119;119;0;121;2,173965;0,8516;-0,4212;-1,7769;User20;Hand;Circuit2;PathTracing;2,0149455600586332;0,12278461249021433
120;120;0;122;2,190704;0,8516;-0,4212;-1,7769;User20;Hand;Circuit2;PathTracing;2,0149455600586332;0,12329975593548603
121;121;0;123;2,211021;0,325;-0,2903;-1,6501;User20;Hand;Circuit2;PathTracing;1,706671936840821;0,12444574731988212
122;122;0;124;2,227722;0,325;-0,2903;-1,6501;User20;Hand;Circuit2;PathTracing;1,706671936840821;0,13017895772685772
123;123;0;125;2,248119;0,0525;-0,2382;-1,6015;User20;Hand;Circuit2;PathTracing;1,6199684379641475;0,13072410709735305
124;124;0;126;2,264736;0,0525;-0,2382;-1,6015;User20;Hand;Circuit2;PathTracing;1,6199684379641475;0,13149625809967525
125;125;0;127;2,281612;0,0525;-0,2382;-1,6015;User20;Hand;Circuit2;PathTracing;1,6199684379641475;0,13364455734801695
126;126;0;128;2,300179;-0,0897;-0,2825;-1,6393;User20;Hand;Circuit2;PathTracing;1,6658801967728651;0,13464602401284598
127;127;0;129;2,315887;-0,0897;-0,2825;-1,6393;User20;Hand;Circuit2;PathTracing;1,6658801967728651;0,1305854534989157
128;128;0;130;2,336559;-0,0604;-0,248;-1,5746;User20;Hand;Circuit2;PathTracing;1,595154324822523;0,1235358764542065
129;129;0;131;2,354839;-0,0604;-0,248;-1,5746;User20;Hand;Circuit2;PathTracing;1,595154324822523;0,11022255046194518
130;130;0;132;2,375278;-0,3212;-0,3228;-1,5422;User20;Hand;Circuit2;PathTracing;1,608026778383992;0,0953512810523156
131;131;0;133;2,390968;-0,3212;-0,3228;-1,5422;User20;Hand;Circuit2;PathTracing;1,608026778383992;0,0902031816249469
132;132;0;134;2,407692;-0,3212;-0,3228;-1,5422;User20;Hand;Circuit2;PathTracing;1,608026778383992;0,08193939739651857
133;133;0;135;2,428108;-0,271;-0,266;-1,5722;User20;Hand;Circuit2;PathTracing;1,617408371438704;0,07979074698977273
134;134;0;136;2,443615;-0,271;-0,266;-1,5722;User20;Hand;Circuit2;PathTracing;1,617408371438704;0,07615396204263147
135;135;0;137;2,463921;-0,4727;-0,2302;-1,4953;User20;Hand;Circuit2;PathTracing;1,5850424032182862;0,07384589943133157
136;136;0;138;2,479843;-0,4727;-0,2302;-1,4953;User20;Hand;Circuit2;PathTracing;1,5850424032182862;0,07041284565829686
137;137;0;139;2,50119;-0,4391;-0,2303;-1,5299;User20;Hand;Circuit2;PathTracing;1,6082415583487453;0,0667012860538545
138;138;0;140;2,516888;-0,4391;-0,2303;-1,5299;User20;Hand;Circuit2;PathTracing;1,6082415583487453;0,05649494518149645
139;139;0;141;2,536961;-0,6646;-0,205;-1,4919;User20;Hand;Circuit2;PathTracing;1,6460509621515367;0,04780995062192339
140;140;0;142;2,554199;-0,6646;-0,205;-1,4919;User20;Hand;Circuit2;PathTracing;1,6460509621515367;0,038280978679481326
141;141;0;143;2,57692;-0,6096;-0,3025;-1,5776;User20;Hand;Circuit2;PathTracing;1,7181211162196917;0,028674857895406802
142;142;0;144;2,592873;-0,6096;-0,3025;-1,5776;User20;Hand;Circuit2;PathTracing;1,7181211162196917;0,02212929487672355
143;143;0;145;2,608349;-0,6096;-0,3025;-1,5776;User20;Hand;Circuit2;PathTracing;1,7181211162196917;0,0068476528611247645
144;144;0;146;2,628784;-0,8562;-0,3759;-1,6017;User20;Hand;Circuit2;PathTracing;1,854675750636752;0,00011747030189646068
145;145;0;147;2,646618;-0,8562;-0,3759;-1,6017;User20;Hand;Circuit2;PathTracing;1,854675750636752;0,0022487297710367393
146;146;0;148;2,668449;-1,1828;-0,3648;-1,5246;User20;Hand;Circuit2;PathTracing;1,9637973520707273;0,002827440608727194
147;147;0;149;2,684967;-1,1828;-0,3648;-1,5246;User20;Hand;Circuit2;PathTracing;1,9637973520707273;0,002668002756307075
148;148;0;150;2,701561;-1,1828;-0,3648;-1,5246;User20;Hand;Circuit2;PathTracing;1,9637973520707273;0,0041372988307313285
149;149;0;151;2,723824;-1,4229;-0,4327;-1,5573;User20;Hand;Circuit2;PathTracing;2,153382685450963;0,0059850811482196065
150;150;0;152;2,738544;-1,4229;-0,4327;-1,5573;User20;Hand;Circuit2;PathTracing;2,153382685450963;0,007720528668126114
151;151;0;153;2,761021;-1,4255;-0,3791;-1,5312;User20;Hand;Circuit2;PathTracing;2,126109239902785;0,009513079954400983
152;152;0;154;2,783192;-1,5674;-0,3423;-1,5361;User20;Hand;Circuit2;PathTracing;2,221151786798912;0,01325681324371919
153;153;0;155;2,799175;-1,5674;-0,3423;-1,5361;User20;Hand;Circuit2;PathTracing;2,221151786798912;0,014139522130761861
154;154;0;156;2,819988;-1,5972;-0,4358;-1,5509;User20;Hand;Circuit2;PathTracing;2,2685370373877523;0,015085664479109973
155;155;0;157;2,836514;-1,5972;-0,4358;-1,5509;User20;Hand;Circuit2;PathTracing;2,2685370373877523;0,01736008820869106
156;156;0;158;2,858284;-1,6278;-0,4618;-1,5583;User20;Hand;Circuit2;PathTracing;2,300280628532093;0,026019360635445743
157;157;0;159;2,87431;-1,6278;-0,4618;-1,5583;User20;Hand;Circuit2;PathTracing;2,300280628532093;0,036932374818502645
158;158;0;160;2,895271;-1,6439;-0,5169;-1,5635;User20;Hand;Circuit2;PathTracing;2,326827254009201;0,03968004674874992
159;159;0;161;2,911583;-1,6439;-0,5169;-1,5635;User20;Hand;Circuit2;PathTracing;2,326827254009201;0,043007526096022985
160;160;0;162;2,933334;-1,905;-0,4918;-1,527;User20;Hand;Circuit2;PathTracing;2,490506221634469;0,04073042702215046
161;161;0;163;2,949879;-1,905;-0,4918;-1,527;User20;Hand;Circuit2;PathTracing;2,490506221634469;0,019975951223142108
162;162;0;164;2,970512;-2,1085;-0,4845;-1,5102;User20;Hand;Circuit2;PathTracing;2,638411745728858;0,020726191617730372
163;163;0;165;2,987408;-2,1085;-0,4845;-1,5102;User20;Hand;Circuit2;PathTracing;2,638411745728858;0,020724096055400487
164;164;0;166;3,009598;-2,0759;-0,4954;-1,5109;User20;Hand;Circuit2;PathTracing;2,614880643547617;0,020637478616446714
165;165;0;167;3,025356;-2,0759;-0,4954;-1,5109;User20;Hand;Circuit2;PathTracing;2,614880643547617;0,008410739913546905
166;166;0;168;3,045303;-2,1507;-0,5533;-1,4644;User20;Hand;Circuit2;PathTracing;2,660097505731698;0,02454370144576723
167;167;0;169;3,061932;-2,1507;-0,5533;-1,4644;User20;Hand;Circuit2;PathTracing;2,660097505731698;0,03588848128967337
168;168;0;170;3,07798;-2,1507;-0,5533;-1,4644;User20;Hand;Circuit2;PathTracing;2,660097505731698;0,048910700327776
169;169;0;171;3,099918;-2,1459;-0,6485;-1,3575;User20;Hand;Circuit2;PathTracing;2,620733735044444;0,06927288504055529
170;170;0;172;3,116554;-2,1459;-0,6485;-1,3575;User20;Hand;Circuit2;PathTracing;2,620733735044444;0,07271197450941846
171;171;0;173;3,132088;-2,1459;-0,6485;-1,3575;User20;Hand;Circuit2;PathTracing;2,620733735044444;0,0708398530460812
172;172;0;174;3,148651;-2,1459;-0,6485;-1,3575;User20;Hand;Circuit2;PathTracing;2,620733735044444;0,0696717200367396
173;173;0;175;3,169724;-2,2624;-0,6093;-1,3503;User20;Hand;Circuit2;PathTracing;2,7042578168510487;0,06679529505704762
174;174;0;176;3,186165;-2,2624;-0,6093;-1,3503;User20;Hand;Circuit2;PathTracing;2,7042578168510487;0,07764149993555414
175;175;0;177;3,211948;-2,4843;-0,6457;-1,3187;User20;Hand;Circuit2;PathTracing;2,8857658723465427;0,08025582113310081
176;176;0;178;3,229282;-2,4843;-0,6457;-1,3187;User20;Hand;Circuit2;PathTracing;2,8857658723465427;0,07757452630903883
177;177;0;179;3,251564;-2,6261;-0,5933;-1,2746;User20;Hand;Circuit2;PathTracing;2,9787600205454616;0,08102439039469234
178;178;0;180;3,267525;-2,6261;-0,5933;-1,2746;User20;Hand;Circuit2;PathTracing;2,9787600205454616;0,07438303312805239
179;179;0;181;3,285645;-2,6261;-0,5933;-1,2746;User20;Hand;Circuit2;PathTracing;2,9787600205454616;0,06661271984268025
180;180;0;182;3,303345;-2,6261;-0,5933;-1,2746;User20;Hand;Circuit2;PathTracing;2,9787600205454616;0,051584422256199414
181;181;0;183;3,326527;-2,7152;-0,7263;-1,2832;User20;Hand;Circuit2;PathTracing;3,0897289476586773;0,03464094043524035
182;182;0;184;3,342411;-2,7152;-0,7263;-1,2832;User20;Hand;Circuit2;PathTracing;3,0897289476586773;0,013530289193345535
183;183;0;185;3,363911;-2,6937;-0,7172;-1,2944;User20;Hand;Circuit2;PathTracing;3,073412905875161;0,010408080014884913
184;184;0;186;3,381054;-2,6937;-0,7172;-1,2944;User20;Hand;Circuit2;PathTracing;3,073412905875161;0,031909659020632475
185;185;0;187;3,40271;-2,7715;-0,678;-1,2202;User20;Hand;Circuit2;PathTracing;3,1031893738539384;0,05122354256921202
186;186;0;188;3,420399;-2,7715;-0,678;-1,2202;User20;Hand;Circuit2;PathTracing;3,1031893738539384;0,06648433626764261
187;187;0;189;3,445633;-2,7662;-0,6492;-1,1224;User20;Hand;Circuit2;PathTracing;3,055013067075164;0,07835831407528548
188;188;0;190;3,463955;-2,7662;-0,6492;-1,1224;User20;Hand;Circuit2;PathTracing;3,055013067075164;0,09465602905503845
189;189;0;191;3,485886;-2,8053;-0,6227;-1,1054;User20;Hand;Circuit2;PathTracing;3,0788589672149644;0,10264595126123144
190;190;0;192;3,509178;-2,7563;-0,5948;-0,9532;User20;Hand;Circuit2;PathTracing;2,976502472701812;0,10684637478917658
191;191;0;193;3,52494;-2,7563;-0,5948;-0,9532;User20;Hand;Circuit2;PathTracing;2,976502472701812;0,10842052902503418
192;192;0;194;3,54554;-2,7754;-0,5806;-0,96;User20;Hand;Circuit2;PathTracing;2,99358339118856;0,10520311976337071
193;193;0;195;3,562508;-2,7754;-0,5806;-0,96;User20;Hand;Circuit2;PathTracing;2,99358339118856;0,10768289584270097
194;194;0;196;3,58456;-2,7669;-0,5602;-0,7208;User20;Hand;Circuit2;PathTracing;2,913608122242935;0,10752735049213591
195;195;0;197;3,600525;-2,7669;-0,5602;-0,7208;User20;Hand;Circuit2;PathTracing;2,913608122242935;0,10886863397876345
196;196;0;198;3,622227;-2,7656;-0,5913;-0,7548;User20;Hand;Circuit2;PathTracing;2,9270978955272406;0,10701463524660326
197;197;0;199;3,638241;-2,7656;-0,5913;-0,7548;User20;Hand;Circuit2;PathTracing;2,9270978955272406;0,1131716412553132
198;198;0;200;3,661224;-2,7424;-0,4706;-0,7727;User20;Hand;Circuit2;PathTracing;2,8877824381348396;0,1221627251400248
199;199;0;201;3,677822;-2,7424;-0,4706;-0,7727;User20;Hand;Circuit2;PathTracing;2,8877824381348396;0,13398258025361942
200;200;0;202;3,699501;-2,7536;-0,4937;-0,4742;User20;Hand;Circuit2;PathTracing;2,837414014556212;0,14348807356558302
201;201;0;203;3,715652;-2,7536;-0,4937;-0,4742;User20;Hand;Circuit2;PathTracing;2,837414014556212;0,14970812014233958
202;202;0;204;3,736507;-2,7375;-0,4513;-0,5251;User20;Hand;Circuit2;PathTracing;2,8237046499235716;0,15532837410879274
203;203;0;205;3,754578;-2,7375;-0,4513;-0,5251;User20;Hand;Circuit2;PathTracing;2,8237046499235716;0,1643549358533356
204;204;0;206;3,777729;-2,7748;-0,474;-0,1221;User20;Hand;Circuit2;PathTracing;2,817640759571738;0,17361706625048345
205;205;0;207;3,793449;-2,7748;-0,474;-0,1221;User20;Hand;Circuit2;PathTracing;2,817640759571738;0,16747772933625082
206;206;0;208;3,810005;-2,7748;-0,474;-0,1221;User20;Hand;Circuit2;PathTracing;2,817640759571738;0,1605030176566613
207;207;0;209;3,830837;-2,9096;-0,7335;0,0578;User20;Hand;Circuit2;PathTracing;3,0011889727239773;0,15670054898056218
208;208;0;210;3,845882;-2,9096;-0,7335;0,0578;User20;Hand;Circuit2;PathTracing;3,0011889727239773;0,150511231847962
209;209;0;211;3,867977;-2,7617;-0,6466;0,0764;User20;Hand;Circuit2;PathTracing;2,8374135070518007;0,14188442376341293
210;210;0;212;3,884289;-2,7617;-0,6466;0,0764;User20;Hand;Circuit2;PathTracing;2,8374135070518007;0,10798295143912728
211;211;0;213;3,900242;-2,7617;-0,6466;0,0764;User20;Hand;Circuit2;PathTracing;2,8374135070518007;0,09603299216623284
212;212;0;214;3,920372;-2,7488;-0,6598;0,2757;User20;Hand;Circuit2;PathTracing;2,84029012074471;0,08841468572691369
