;index;BlockID;Frame;StopWatch;PosX;PosY;PosZ;User;Conditions;CircuitID;UX
119;119;0;121;1,701469;-2,6074;-0,9645;-1,0936;User20;Hand;Circuit1;PathTracing
120;120;0;122;1,713978;-2,6074;-0,9645;-1,0936;User20;Hand;Circuit1;PathTracing
121;121;0;123;1,727509;-2,6074;-0,9645;-1,0936;User20;Hand;Circuit1;PathTracing
122;122;0;124;1,739521;-2,6074;-0,9645;-1,0936;User20;Hand;Circuit1;PathTracing
123;123;0;125;1,756226;-2,5655;-1,099;-1,2071;User20;Hand;Circuit1;PathTracing
124;124;0;126;1,768955;-2,5655;-1,099;-1,2071;User20;Hand;Circuit1;PathTracing
125;125;0;127;1,784866;-2,6334;-1,1107;-1,2031;User20;Hand;Circuit1;PathTracing
126;126;0;128;1,79644;-2,6334;-1,1107;-1,2031;User20;Hand;Circuit1;PathTracing
127;127;0;129;1,813572;-2,4975;-1,1456;-1,1891;User20;Hand;Circuit1;PathTracing
128;128;0;130;1,824669;-2,4975;-1,1456;-1,1891;User20;Hand;Circuit1;PathTracing
129;129;0;131;1,838921;-2,4975;-1,1456;-1,1891;User20;Hand;Circuit1;PathTracing
130;130;0;132;1,852238;-2,4975;-1,1456;-1,1891;User20;Hand;Circuit1;PathTracing
131;131;0;133;1,864525;-2,4975;-1,1456;-1,1891;User20;Hand;Circuit1;PathTracing
132;132;0;134;1,881012;-2,4851;-1,1091;-1,1905;User20;Hand;Circuit1;PathTracing
133;133;0;135;1,894386;-2,4851;-1,1091;-1,1905;User20;Hand;Circuit1;PathTracing
134;134;0;136;1,911354;-2,5381;-1,0776;-1,1383;User20;Hand;Circuit1;PathTracing
135;135;0;137;1,923794;-2,5381;-1,0776;-1,1383;User20;Hand;Circuit1;PathTracing
136;136;0;138;1,93671;-2,5381;-1,0776;-1,1383;User20;Hand;Circuit1;PathTracing
137;137;0;139;1,952759;-2,4628;-1,2335;-1,1329;User20;Hand;Circuit1;PathTracing
138;138;0;140;1,964924;-2,4628;-1,2335;-1,1329;User20;Hand;Circuit1;PathTracing
139;139;0;141;1,982353;-2,4469;-1,2227;-1,1305;User20;Hand;Circuit1;PathTracing
140;140;0;142;1,995651;-2,4469;-1,2227;-1,1305;User20;Hand;Circuit1;PathTracing
141;141;0;143;2,008923;-2,4469;-1,2227;-1,1305;User20;Hand;Circuit1;PathTracing
142;142;0;144;2,026051;-2,3778;-1,1917;-1,1346;User20;Hand;Circuit1;PathTracing
143;143;0;145;2,038353;-2,3778;-1,1917;-1,1346;User20;Hand;Circuit1;PathTracing
144;144;0;146;2,05658;-2,3887;-1,2165;-1,043;User20;Hand;Circuit1;PathTracing
145;145;0;147;2,069374;-2,3887;-1,2165;-1,043;User20;Hand;Circuit1;PathTracing
146;146;0;148;2,081924;-2,3887;-1,2165;-1,043;User20;Hand;Circuit1;PathTracing
147;147;0;149;2,099995;-2,2721;-1,2054;-1,0431;User20;Hand;Circuit1;PathTracing
148;148;0;150;2,114384;-2,2721;-1,2054;-1,0431;User20;Hand;Circuit1;PathTracing
149;149;0;151;2,131516;-2,309;-1,1624;-1,0309;User20;Hand;Circuit1;PathTracing
150;150;0;152;2,144501;-2,309;-1,1624;-1,0309;User20;Hand;Circuit1;PathTracing
151;151;0;153;2,161697;-2,1333;-1,2032;-1,0843;User20;Hand;Circuit1;PathTracing
152;152;0;154;2,173519;-2,1333;-1,2032;-1,0843;User20;Hand;Circuit1;PathTracing
153;153;0;155;2,186787;-2,1333;-1,2032;-1,0843;User20;Hand;Circuit1;PathTracing
154;154;0;156;2,198658;-2,1333;-1,2032;-1,0843;User20;Hand;Circuit1;PathTracing
155;155;0;157;2,219734;-2,2818;-1,1853;-0,9776;User20;Hand;Circuit1;PathTracing
156;156;0;158;2,232788;-2,2818;-1,1853;-0,9776;User20;Hand;Circuit1;PathTracing
157;157;0;159;2,247673;-2,2818;-1,1853;-0,9776;User20;Hand;Circuit1;PathTracing
158;158;0;160;2,26453;-2,1604;-1,2221;-0,9218;User20;Hand;Circuit1;PathTracing
159;159;0;161;2,27829;-2,1604;-1,2221;-0,9218;User20;Hand;Circuit1;PathTracing
160;160;0;162;2,289993;-2,1604;-1,2221;-0,9218;User20;Hand;Circuit1;PathTracing
161;161;0;163;2,303192;-2,1604;-1,2221;-0,9218;User20;Hand;Circuit1;PathTracing
162;162;0;164;2,315998;-2,1604;-1,2221;-0,9218;User20;Hand;Circuit1;PathTracing
163;163;0;165;2,334343;-1,9598;-0,9817;-0,6828;User20;Hand;Circuit1;PathTracing
164;164;0;166;2,346039;-1,9598;-0,9817;-0,6828;User20;Hand;Circuit1;PathTracing
165;165;0;167;2,35796;-1,9598;-0,9817;-0,6828;User20;Hand;Circuit1;PathTracing
166;166;0;168;2,37664;-1,5813;-1,1205;-0,7926;User20;Hand;Circuit1;PathTracing
167;167;0;169;2,387779;-1,5813;-1,1205;-0,7926;User20;Hand;Circuit1;PathTracing
168;168;0;170;2,405907;-1,724;-0,7953;-0,4921;User20;Hand;Circuit1;PathTracing
169;169;0;171;2,418518;-1,724;-0,7953;-0,4921;User20;Hand;Circuit1;PathTracing
170;170;0;172;2,434902;-1,4622;-1,1887;-0,6802;User20;Hand;Circuit1;PathTracing
171;171;0;173;2,446857;-1,4622;-1,1887;-0,6802;User20;Hand;Circuit1;PathTracing
172;172;0;174;2,463703;-1,5681;-1,2033;-0,4722;User20;Hand;Circuit1;PathTracing
173;173;0;175;2,476196;-1,5681;-1,2033;-0,4722;User20;Hand;Circuit1;PathTracing
174;174;0;176;2,488026;-1,5681;-1,2033;-0,4722;User20;Hand;Circuit1;PathTracing
175;175;0;177;2,504879;-1,345;-1,3153;-0,5958;User20;Hand;Circuit1;PathTracing
176;176;0;178;2,517948;-1,345;-1,3153;-0,5958;User20;Hand;Circuit1;PathTracing
177;177;0;179;2,53001;-1,345;-1,3153;-0,5958;User20;Hand;Circuit1;PathTracing
178;178;0;180;2,546558;-1,396;-1,2214;-0,3416;User20;Hand;Circuit1;PathTracing
179;179;0;181;2,55788;-1,396;-1,2214;-0,3416;User20;Hand;Circuit1;PathTracing
180;180;0;182;2,576084;-1,3579;-1,2553;-0,3973;User20;Hand;Circuit1;PathTracing
181;181;0;183;2,588993;-1,3579;-1,2553;-0,3973;User20;Hand;Circuit1;PathTracing
182;182;0;184;2,601295;-1,3579;-1,2553;-0,3973;User20;Hand;Circuit1;PathTracing
183;183;0;185;2,617546;-1,0976;-1,2043;-0,1906;User20;Hand;Circuit1;PathTracing
184;184;0;186;2,631172;-1,0976;-1,2043;-0,1906;User20;Hand;Circuit1;PathTracing
185;185;0;187;2,645004;-1,0976;-1,2043;-0,1906;User20;Hand;Circuit1;PathTracing
186;186;0;188;2,656593;-1,0976;-1,2043;-0,1906;User20;Hand;Circuit1;PathTracing
187;187;0;189;2,669338;-1,0976;-1,2043;-0,1906;User20;Hand;Circuit1;PathTracing
188;188;0;190;2,685246;-1,1943;-0,7187;-0,1306;User20;Hand;Circuit1;PathTracing
189;189;0;191;2,697124;-1,1943;-0,7187;-0,1306;User20;Hand;Circuit1;PathTracing
190;190;0;192;2,710976;-1,1943;-0,7187;-0,1306;User20;Hand;Circuit1;PathTracing
191;191;0;193;2,722141;-1,1943;-0,7187;-0,1306;User20;Hand;Circuit1;PathTracing
192;192;0;194;2,739281;-0,8135;-0,8751;-0,117;User20;Hand;Circuit1;PathTracing
193;193;0;195;2,75248;-0,8135;-0,8751;-0,117;User20;Hand;Circuit1;PathTracing
194;194;0;196;2,765251;-0,8135;-0,8751;-0,117;User20;Hand;Circuit1;PathTracing
195;195;0;197;2,782066;-0,2683;-0,8617;-0,1194;User20;Hand;Circuit1;PathTracing
196;196;0;198;2,795471;-0,2683;-0,8617;-0,1194;User20;Hand;Circuit1;PathTracing
197;197;0;199;2,808022;-0,2683;-0,8617;-0,1194;User20;Hand;Circuit1;PathTracing
198;198;0;200;2,822933;-0,2683;-0,8617;-0,1194;User20;Hand;Circuit1;PathTracing
199;199;0;201;2,835991;-0,2683;-0,8617;-0,1194;User20;Hand;Circuit1;PathTracing
200;200;0;202;2,852486;-0,3999;-1,1595;-0,0086;User20;Hand;Circuit1;PathTracing
201;201;0;203;2,86409;-0,3999;-1,1595;-0,0086;User20;Hand;Circuit1;PathTracing
202;202;0;204;2,877533;-0,3999;-1,1595;-0,0086;User20;Hand;Circuit1;PathTracing
203;203;0;205;2,893188;-0,3819;-1,1607;-0,0419;User20;Hand;Circuit1;PathTracing
204;204;0;206;2,905643;-0,3819;-1,1607;-0,0419;User20;Hand;Circuit1;PathTracing
205;205;0;207;2,924229;-0,2121;-0,9822;0,1823;User20;Hand;Circuit1;PathTracing
206;206;0;208;2,936947;-0,2121;-0,9822;0,1823;User20;Hand;Circuit1;PathTracing
207;207;0;209;2,950871;-0,2121;-0,9822;0,1823;User20;Hand;Circuit1;PathTracing
208;208;0;210;2,967896;-0,1769;-0,9885;0,1333;User20;Hand;Circuit1;PathTracing
209;209;0;211;2,980747;-0,1769;-0,9885;0,1333;User20;Hand;Circuit1;PathTracing
210;210;0;212;2,998535;0,0252;-0,9523;0,2772;User20;Hand;Circuit1;PathTracing
211;211;0;213;3,012062;0,0252;-0,9523;0,2772;User20;Hand;Circuit1;PathTracing
212;212;0;214;3,025875;0,0252;-0,9523;0,2772;User20;Hand;Circuit1;PathTracing
213;213;0;215;3,043125;-0,0156;-0,8401;0,4288;User20;Hand;Circuit1;PathTracing
214;214;0;216;3,055206;-0,0156;-0,8401;0,4288;User20;Hand;Circuit1;PathTracing
215;215;0;217;3,072407;0,2443;-0,9366;0,3882;User20;Hand;Circuit1;PathTracing
216;216;0;218;3,08493;0,2443;-0,9366;0,3882;User20;Hand;Circuit1;PathTracing
217;217;0;219;3,10397;0,5792;-0,9617;0,6479;User20;Hand;Circuit1;PathTracing
218;218;0;220;3,115894;0,5792;-0,9617;0,6479;User20;Hand;Circuit1;PathTracing
219;219;0;221;3,130234;0,5792;-0,9617;0,6479;User20;Hand;Circuit1;PathTracing
220;220;0;222;3,144192;0,5792;-0,9617;0,6479;User20;Hand;Circuit1;PathTracing
221;221;0;223;3,161644;0,4646;-0,8596;0,7681;User20;Hand;Circuit1;PathTracing
222;222;0;224;3,173141;0,4646;-0,8596;0,7681;User20;Hand;Circuit1;PathTracing
223;223;0;225;3,18718;0,4646;-0,8596;0,7681;User20;Hand;Circuit1;PathTracing
224;224;0;226;3,201469;0,4646;-0,8596;0,7681;User20;Hand;Circuit1;PathTracing
225;225;0;227;3,215694;0,4646;-0,8596;0,7681;User20;Hand;Circuit1;PathTracing
226;226;0;228;3,23513;0,6524;-0,8461;0,759;User20;Hand;Circuit1;PathTracing
227;227;0;229;3,248272;0,6524;-0,8461;0,759;User20;Hand;Circuit1;PathTracing
228;228;0;230;3,265797;0,7365;-0,7016;0,7843;User20;Hand;Circuit1;PathTracing
229;229;0;231;3,279659;0,7365;-0,7016;0,7843;User20;Hand;Circuit1;PathTracing
230;230;0;232;3,297348;0,6812;-0,6966;0,8545;User20;Hand;Circuit1;PathTracing
231;231;0;233;3,311237;0,6812;-0,6966;0,8545;User20;Hand;Circuit1;PathTracing
232;232;0;234;3,322674;0,6812;-0,6966;0,8545;User20;Hand;Circuit1;PathTracing
233;233;0;235;3,340275;1,0393;-0,5889;0,8833;User20;Hand;Circuit1;PathTracing
234;234;0;236;3,353092;1,0393;-0,5889;0,8833;User20;Hand;Circuit1;PathTracing
235;235;0;237;3,370033;0,9688;-0,3315;0,9791;User20;Hand;Circuit1;PathTracing
236;236;0;238;3,381119;0,9688;-0,3315;0,9791;User20;Hand;Circuit1;PathTracing
237;237;0;239;3,398521;1,3457;-0,442;1,0336;User20;Hand;Circuit1;PathTracing
238;238;0;240;3,412571;1,3457;-0,442;1,0336;User20;Hand;Circuit1;PathTracing
239;239;0;241;3,424587;1,3457;-0,442;1,0336;User20;Hand;Circuit1;PathTracing
240;240;0;242;3,443844;1,5092;-0,6718;0,9947;User20;Hand;Circuit1;PathTracing
241;241;0;243;3,45504;1,5092;-0,6718;0,9947;User20;Hand;Circuit1;PathTracing
242;242;0;244;3,470551;1,4679;-0,6411;1,023;User20;Hand;Circuit1;PathTracing
243;243;0;245;3,481838;1,4679;-0,6411;1,023;User20;Hand;Circuit1;PathTracing
244;244;0;246;3,495522;1,4679;-0,6411;1,023;User20;Hand;Circuit1;PathTracing
245;245;0;247;3,511688;1,5382;-0,549;1,2043;User20;Hand;Circuit1;PathTracing
246;246;0;248;3,523617;1,5382;-0,549;1,2043;User20;Hand;Circuit1;PathTracing
247;247;0;249;3,536263;1,5382;-0,549;1,2043;User20;Hand;Circuit1;PathTracing
248;248;0;250;3,554844;1,5529;-0,5695;1,3047;User20;Hand;Circuit1;PathTracing
249;249;0;251;3,565464;1,5529;-0,5695;1,3047;User20;Hand;Circuit1;PathTracing
250;250;0;252;3,582874;1,684;-0,5489;1,3079;User20;Hand;Circuit1;PathTracing
251;251;0;253;3,596542;1,684;-0,5489;1,3079;User20;Hand;Circuit1;PathTracing
252;252;0;254;3,61113;1,684;-0,5489;1,3079;User20;Hand;Circuit1;PathTracing
253;253;0;255;3,623207;1,684;-0,5489;1,3079;User20;Hand;Circuit1;PathTracing
254;254;0;256;3,636124;1,684;-0,5489;1,3079;User20;Hand;Circuit1;PathTracing
255;255;0;257;3,648308;1,684;-0,5489;1,3079;User20;Hand;Circuit1;PathTracing
256;256;0;258;3,661873;1,684;-0,5489;1,3079;User20;Hand;Circuit1;PathTracing
257;257;0;259;3,67387;1,684;-0,5489;1,3079;User20;Hand;Circuit1;PathTracing
258;258;0;260;3,690853;1,6685;-0,4777;1,323;User20;Hand;Circuit1;PathTracing
259;259;0;261;3,709324;1,7859;-0,5239;1,3124;User20;Hand;Circuit1;PathTracing
260;260;0;262;3,726135;1,991;-0,4997;1,3403;User20;Hand;Circuit1;PathTracing
261;261;0;263;3,738213;1,991;-0,4997;1,3403;User20;Hand;Circuit1;PathTracing
262;262;0;264;3,750748;1,991;-0,4997;1,3403;User20;Hand;Circuit1;PathTracing
263;263;0;265;3,767887;2,2814;-0,3379;1,357;User20;Hand;Circuit1;PathTracing
264;264;0;266;3,78133;2,2814;-0,3379;1,357;User20;Hand;Circuit1;PathTracing
265;265;0;267;3,798901;2,2416;-0,3636;1,398;User20;Hand;Circuit1;PathTracing
266;266;0;268;3,813305;2,2416;-0,3636;1,398;User20;Hand;Circuit1;PathTracing
267;267;0;269;3,826881;2,2416;-0,3636;1,398;User20;Hand;Circuit1;PathTracing
268;268;0;270;3,842945;2,39;-0,5549;1,6543;User20;Hand;Circuit1;PathTracing
269;269;0;271;3,855293;2,39;-0,5549;1,6543;User20;Hand;Circuit1;PathTracing
270;270;0;272;3,868546;2,39;-0,5549;1,6543;User20;Hand;Circuit1;PathTracing
271;271;0;273;3,885605;2,3917;-0,5519;1,6703;User20;Hand;Circuit1;PathTracing
272;272;0;274;3,897583;2,3917;-0,5519;1,6703;User20;Hand;Circuit1;PathTracing
273;273;0;275;3,911465;2,3917;-0,5519;1,6703;User20;Hand;Circuit1;PathTracing
274;274;0;276;3,923828;2,3917;-0,5519;1,6703;User20;Hand;Circuit1;PathTracing
275;275;0;277;3,938671;2,3917;-0,5519;1,6703;User20;Hand;Circuit1;PathTracing
276;276;0;278;3,955853;2,4662;-0,6155;1,6735;User20;Hand;Circuit1;PathTracing
277;277;0;279;3,969582;2,4662;-0,6155;1,6735;User20;Hand;Circuit1;PathTracing
278;278;0;280;3,986069;2,7549;-0,6581;1,6562;User20;Hand;Circuit1;PathTracing
279;279;0;281;3,997845;2,7549;-0,6581;1,6562;User20;Hand;Circuit1;PathTracing
280;280;0;282;4,011333;2,7549;-0,6581;1,6562;User20;Hand;Circuit1;PathTracing
281;281;0;283;4,022427;2,7549;-0,6581;1,6562;User20;Hand;Circuit1;PathTracing
282;282;0;284;4,039398;2,831;-0,619;1,7218;User20;Hand;Circuit1;PathTracing
283;283;0;285;4,052643;2,831;-0,619;1,7218;User20;Hand;Circuit1;PathTracing
284;284;0;286;4,069664;2,8129;-0,6312;1,7185;User20;Hand;Circuit1;PathTracing
285;285;0;287;4,081375;2,8129;-0,6312;1,7185;User20;Hand;Circuit1;PathTracing
286;286;0;288;4,095413;2,8129;-0,6312;1,7185;User20;Hand;Circuit1;PathTracing
