BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
1;77;42;(1.55, -1.32, -1.05);(-0.72, -1.32, 2.35);193,1687;225,5473
1;78;16;(1.32, -0.09, 3.70);(-2.38, 1.32, 3.70);165,4378;165,4378
1;79;38;(0.30, -0.68, 4.99);(3.52, -0.68, 4.99);12,02576;350,6791
1;80;35;(-2.57, 1.91, 1.75);(-2.57, -1.75, -1.08);278,349;278,3491
1;81;14;(-2.83, 1.90, 4.94);(2.37, 1.10, -2.54);157,6123;260,8192
1;82;29;(3.60, 1.32, 2.19);(-1.88, -1.11, 2.44);82,10423;328,8472
1;83;4;(-2.89, 0.28, 3.14);(2.79, 0.28, 2.12);172,4126;172,4126
1;84;39;(2.45, 1.12, -0.33);(2.45, -0.96, -0.33);207,784;272,1991
1;85;15;(2.04, -0.42, 4.63);(-3.18, -0.42, 4.63);109,8933;109,8934
1;86;9;(-1.93, -1.08, 0.65);(2.19, -1.93, 0.65);138,638;227,2895
1;87;43;(0.67, -0.85, -2.75);(0.67, 0.14, -3.58);111,2891;250,0229
1;88;24;(-0.25, 1.82, -0.42);(3.54, -0.25, -0.42);31,44666;193,3722
1;89;44;(-3.09, -0.77, -0.96);(-1.46, 0.74, 0.58);158,6994;280,2664
2;90;37;(-0.16, 0.29, 4.65);(-0.16, 0.29, 4.65);287,813;332,2596
2;91;34;(0.01, 0.73, -4.39);(-3.50, 0.73, 3.74);293,7711;293,7712
2;92;25;(-3.42, -0.67, 4.87);(-3.42, -0.67, -0.65);112,274;171,0424
2;93;0;(2.67, 0.74, -3.19);(-3.21, 0.74, -3.19);341,167;341,1671
2;94;40;(2.53, -1.51, 4.72);(2.53, -1.51, 1.23);99,3894;332,1073
2;95;8;(1.67, -0.68, 1.97);(-0.64, -0.68, 1.97);192,3692;313,6983
2;96;30;(-0.26, 1.21, -0.69);(-2.88, 1.21, -0.69);172,2587;172,2587
2;97;16;(-1.80, 1.66, -4.32);(-0.65, -1.80, -4.32);180,196;180,1961
2;98;44;(2.15, 1.43, -2.79);(-2.70, 0.92, 0.78);141,0307;222,9752
2;99;31;(1.20, 1.57, 1.99);(1.20, -0.25, 1.99);344,4589;344,459
2;100;21;(-1.52, 0.22, 4.13);(-3.27, -0.47, -3.69);35,41998;35,41998
2;101;2;(0.47, 0.82, 4.03);(0.47, 0.82, -1.58);207,8917;207,8917
2;102;42;(-2.54, -1.91, 4.38);(0.55, -1.91, 0.33);20,76521;297,7505
2;103;43;(-0.66, 0.20, -0.28);(-0.66, -0.52, -2.64);49,49544;278,7313
2;104;14;(0.95, 0.17, 3.48);(-0.40, 1.94, -1.44);190,3237;359,256
2;105;38;(-0.52, -1.89, -0.01);(1.49, -1.89, -0.01);147,8015;168,3624
2;106;26;(2.02, -1.71, -2.65);(3.26, 1.59, -2.65);31,21819;228,6687
2;107;22;(3.21, -1.07, -0.60);(3.21, -1.07, -0.60);65,8631;82,57939
2;108;24;(1.21, -1.85, -4.60);(-1.64, 1.21, -4.60);272,2091;343,4138
2;109;13;(-0.82, 1.26, -0.38);(-0.82, -1.96, 1.87);85,68291;256,0094
2;110;33;(0.60, 1.03, -0.07);(-2.10, 2.00, -0.07);339,5535;339,5536
2;111;39;(0.02, -1.92, 0.40);(0.02, 0.55, 0.40);24,60961;54,2363
2;112;36;(-1.80, 1.17, 1.16);(2.77, -0.69, -1.15);83,98292;83,98293
2;113;29;(-0.36, 1.15, -3.47);(-3.36, -1.36, 4.92);162,2239;313,5618
2;114;6;(-3.54, -1.85, -0.52);(-2.41, -1.89, 2.50);32,73227;32,73227
2;115;15;(1.15, -0.14, 4.40);(-2.26, -0.14, 4.40);40,03278;40,03278
2;116;3;(-3.38, -1.24, 4.84);(2.59, 1.90, 4.84);342,9577;342,9577
2;117;11;(1.06, -0.95, 4.52);(1.84, 1.32, 4.52);125,1212;267,8016
2;118;9;(-1.83, 0.69, 1.78);(2.50, -1.83, 1.78);235,7269;344,963
2;119;32;(-3.71, 1.59, 3.25);(-3.71, 1.59, 0.59);250,654;250,6541
2;120;28;(-2.50, -1.76, -1.01);(-2.50, 1.11, -3.03);162,2866;261,9293
2;121;27;(2.01, -0.51, -2.92);(1.03, -0.51, 1.55);64,64149;162,2868
2;122;7;(-2.54, -1.72, 1.97);(-2.54, -1.72, 1.97);13,32202;37,36799
2;123;41;(2.72, 1.78, -2.85);(-3.15, 1.49, -2.85);70,80359;210,3155
2;124;10;(-2.91, -1.72, 0.05);(-2.91, -1.72, -3.23);39,31215;82,13247
2;125;4;(2.11, 0.55, 3.78);(1.74, 0.55, 1.07);242,2442;242,2443
2;126;23;(2.69, -1.85, -0.87);(-1.03, -1.85, -0.87);102,7022;233,4205
2;127;20;(-1.76, -0.80, 3.44);(-1.76, 1.97, -1.08);235,2719;235,2719
2;128;12;(-3.54, 1.92, 4.35);(2.72, 1.92, 0.83);46,35902;210,7144
2;129;1;(-0.25, -1.41, 2.55);(2.73, -0.25, 2.55);68,36526;68,36526
2;130;5;(2.16, 1.32, -1.95);(2.16, -1.97, -1.95);58,86455;58,86455
2;131;19;(3.50, 1.44, -2.71);(1.58, 1.44, 0.16);96,19311;96,19312
2;132;35;(-2.55, -1.02, -3.94);(-2.55, -1.61, 3.57);65,54452;65,54453
2;133;17;(-2.18, -0.20, 2.81);(-2.18, -0.20, -2.61);71,9865;71,98651
2;134;18;(1.73, -0.93, -4.90);(-1.30, 1.55, -4.90);67,16345;67,16347
